,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0,1.221101035,0.05832615495,-0.08836936950999999,-0.1211350709
1,1.3710710959999999,-0.04541581869,-0.15627670289999998,0.1624661833
2,1.521034521,0.1459508091,-0.2032670975,-0.2334081382
3,1.67099008,-0.10900983210000001,0.1379766464,-0.01728117466
4,1.820959872,0.05888744071,-0.3595876694,0.08144618571000001
5,1.9709232980000002,0.09956301004000001,-0.4051380157,-0.11284911630000001
6,2.1208846230000002,0.03200666606,-0.1659784317,-0.08949995041000001
7,2.270849181,0.1258597076,-0.6158761978,-0.1428087056
8,2.420808207,-0.06365216522999999,-0.3628892899,0.050052165989999994
9,2.560874,-0.1384083629,0.3376684189,-0.1028465554
10,2.6615174980000003,0.04315496236000001,0.21316719059999997,0.1315686405
11,2.762160197,0.126976639,-0.1736001968,0.04231858253
12,2.862708928,-0.17237536609999998,-0.005036354065,0.1941558868
13,2.99277589,-0.2607613504,-0.039914131160000005,-0.03475472331
14,3.0930390739999996,-0.1453748345,-0.2749433517,-0.35255849359999997
15,3.193340937,-0.1530425102,0.5485944748,-0.3352375627
16,3.3035471660000004,-0.0076982267200000004,0.2364873886,0.04121887684
17,3.4535106239999998,0.1521412581,0.8043432236,0.1321156621
18,3.603474015,0.01230652258,0.7140312195,0.005328431726
19,3.75343744,-0.6147403717000001,4.629359722,0.03816972673
20,3.903400765,0.9950556159,-5.299788475,0.8353196383
21,4.053364191,-0.6402201056,-6.333022118,-0.9607641101000001
22,4.203327616,-0.1152817458,0.5519132614,-0.8175945281999999
23,4.353290908,-1.059109807,4.570819855,1.0529829259999999
24,4.503254299,0.10471586140000001,1.9286212919999999,-0.0176332742
25,4.653217657,-1.008814573,-1.695550919,0.7667561173
26,4.803180982,0.5293974875999999,-3.808409691,0.37054318189999996
27,4.903489846,-0.41928166149999996,-0.6295347214,0.24905499820000002
28,5.00379871,0.8193262815000001,1.1711568829999999,0.6183922290999999
29,5.104107506,-0.3242627382,2.758747578,0.1761189997
30,5.254070897,0.754740119,0.2677078247,0.7482210398
31,5.3941033229999995,-0.6489024162,-1.229347229,0.2810363173
32,5.494412153,0.4585157335,-2.4186353680000003,0.1533201039
33,5.5947210510000005,-0.8410371542,-0.37078952789999997,0.22797515989999997
34,5.704960814,-0.0510776937,0.3563938141,-0.1803646833
